Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_CYCLES,SQ_WAVES,SQ_WAVE_CYCLES,SQ_BUSY_CYCLES,SQ_LEVEL_WAVES,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_INT32,SQ_INSTS_VALU_INT64,TA_ADDR_STALLED_BY_TC_CYCLES_sum,TA_TOTAL_WAVEFRONTS_sum,TCP_UTCL1_TRANSLATION_MISS_sum,TCP_UTCL1_TRANSLATION_HIT_sum,TCP_UTCL1_PERMISSION_MISS_sum,TCP_UTCL1_REQUEST_sum,TCC_TAG_STALL[0],TCC_BUBBLE[0],TCC_TOO_MANY_EA_WRREQS_STALL[0],TCC_TAG_STALL[1],TCC_BUBBLE[1],TCC_TOO_MANY_EA_WRREQS_STALL[1],TCC_TAG_STALL[2],TCC_BUBBLE[2],TCC_TOO_MANY_EA_WRREQS_STALL[2],TCC_TAG_STALL[3],TCC_BUBBLE[3],TCC_TOO_MANY_EA_WRREQS_STALL[3],TCC_TAG_STALL[4],TCC_BUBBLE[4],TCC_TOO_MANY_EA_WRREQS_STALL[4],TCC_TAG_STALL[5],TCC_BUBBLE[5],TCC_TOO_MANY_EA_WRREQS_STALL[5],TCC_TAG_STALL[6],TCC_BUBBLE[6],TCC_TOO_MANY_EA_WRREQS_STALL[6],TCC_TAG_STALL[7],TCC_BUBBLE[7],TCC_TOO_MANY_EA_WRREQS_STALL[7],TCC_TAG_STALL[8],TCC_BUBBLE[8],TCC_TOO_MANY_EA_WRREQS_STALL[8],TCC_TAG_STALL[9],TCC_BUBBLE[9],TCC_TOO_MANY_EA_WRREQS_STALL[9],TCC_TAG_STALL[10],TCC_BUBBLE[10],TCC_TOO_MANY_EA_WRREQS_STALL[10],TCC_TAG_STALL[11],TCC_BUBBLE[11],TCC_TOO_MANY_EA_WRREQS_STALL[11],TCC_TAG_STALL[12],TCC_BUBBLE[12],TCC_TOO_MANY_EA_WRREQS_STALL[12],TCC_TAG_STALL[13],TCC_BUBBLE[13],TCC_TOO_MANY_EA_WRREQS_STALL[13],TCC_TAG_STALL[14],TCC_BUBBLE[14],TCC_TOO_MANY_EA_WRREQS_STALL[14],TCC_TAG_STALL[15],TCC_BUBBLE[15],TCC_TOO_MANY_EA_WRREQS_STALL[15],TCC_CYCLE_sum,CPC_ME1_BUSY_FOR_PACKET_DECODE,CPC_CPC_UTCL2IU_STALL,SPI_RA_WAVE_SIMD_FULL_CSN,SPI_RA_VGPR_SIMD_FULL_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
118,micro_tk(micro_globals) [clone .kd],2,0,444,29815,29815,131072,512,65536,0,124,132,32,64,0x0,0x7a9bd17c0840,9931861,2048,146480935,9361343,0,585968164,204800,108544,23838231.0,1310720.0,768.0,17825024.0,0.0,17825792.0,9332,112799,0,10837,112761,0,12497,113430,0,13133,113407,0,8916,112604,0,10221,112620,0,14256,113367,0,12979,113373,0,13342,114644,0,14748,114657,0,12296,113278,0,12572,113205,0,13799,114316,0,15314,114344,0,14019,113362,0,12773,113326,0,39712320.0,2451862,0,0,0,2482020,2482020,4572366078164716,4572423118666847,4572423118849196,4572366079226796
119,micro_tk(micro_globals) [clone .kd],2,0,449,29815,29815,131072,512,65536,0,124,132,32,64,0x0,0x7a9bd17c0840,9910425,2048,146522275,9338135,0,586134756,204800,108544,24123362.0,1310720.0,768.0,17825024.0,0.0,17825792.0,13575,106706,0,16289,106689,0,16421,107072,0,17726,107078,0,14022,106871,0,15897,106875,0,19071,106924,0,16623,106901,0,13667,108179,0,16573,108190,0,17292,108253,0,17893,108264,0,15073,108524,0,17476,108583,0,21676,108225,0,19089,108239,0,39629168.0,2446989,0,0,0,2476823,2476823,4572366080071454,4572423118895305,4572423119075972,4572366081139763
120,micro_tk(micro_globals) [clone .kd],2,0,454,29815,29815,131072,512,65536,0,124,132,32,64,0x0,0x7a9bd17c0840,9936805,2048,146558312,9367683,0,586277744,204800,108544,23097355.0,1310720.0,768.0,17825024.0,0.0,17825792.0,8346,111189,0,10407,111189,0,9013,110185,0,9089,110203,0,10034,111898,0,11773,111921,0,10940,110592,0,10062,110596,0,9487,112528,0,11674,112550,0,12926,114207,0,13266,114150,0,11032,113254,0,12997,113280,0,15487,113933,0,14065,113931,0,39732928.0,2452685,0,0,0,2483308,2483308,4572366082114644,4572423119122841,4572423119303548,4572366083178146
121,micro_tk(micro_globals) [clone .kd],2,0,459,29815,29815,131072,512,65536,0,124,132,32,64,0x0,0x7a9bd17c0840,9937885,2048,146473482,9356115,0,585938992,204800,108544,23762406.0,1310720.0,768.0,17825024.0,0.0,17825792.0,12221,114281,0,14275,114232,0,11301,113064,0,11390,113013,0,12043,114068,0,13678,114064,0,14059,113078,0,12417,113088,0,8909,112350,0,9939,112275,0,6468,111357,0,7429,111398,0,7217,112431,0,8802,112448,0,9364,111688,0,8293,111738,0,39739088.0,2453135,0,0,0,2483693,2483693,4572366084145095,4572423119349296,4572423119529882,4572366085220464
122,micro_tk(micro_globals) [clone .kd],2,0,464,29815,29815,131072,512,65536,0,124,132,32,64,0x0,0x7a9bd17c0840,9942581,2048,146542815,9364703,0,586215992,204800,108544,23317022.0,1310720.0,768.0,17825024.0,0.0,17825792.0,9613,112203,0,11101,112174,0,10125,111238,0,10525,111230,0,8726,112648,0,10268,112631,0,10767,111919,0,9673,111925,0,8571,111700,0,9946,111660,0,10483,112079,0,10660,112067,0,6950,111754,0,8500,111736,0,12406,112262,0,11370,112258,0,39756224.0,2453930,0,0,0,2484764,2484764,4572366086193012,4572423119576511,4572423119756377,4572366087266538
123,micro_tk(micro_globals) [clone .kd],2,0,469,29815,29815,131072,512,65536,0,124,132,32,64,0x0,0x7a9bd17c0840,9930277,2048,146659655,9359477,0,586683084,204800,108544,22794068.0,1310720.0,768.0,17825024.0,0.0,17825792.0,12521,113490,0,14278,113476,0,13351,113103,0,14096,113080,0,11555,113858,0,13335,113863,0,13167,113330,0,12263,113347,0,11526,113624,0,14408,113624,0,11188,112701,0,11750,112668,0,12511,113876,0,14057,113848,0,14228,113081,0,12832,113075,0,39707664.0,2451674,0,0,0,2481729,2481729,4572366088233417,4572423119802766,4572423119983873,4572366089307054
124,micro_tk(micro_globals) [clone .kd],2,0,474,29815,29815,131072,512,65536,0,124,132,32,64,0x0,0x7a9bd17c0840,9913543,2048,146282016,9345355,0,585173200,204800,108544,24005939.0,1310720.0,768.0,17825024.0,0.0,17825792.0,13903,113120,0,16349,113065,0,16576,112290,0,16810,112287,0,14600,112891,0,16902,112896,0,16017,111817,0,14123,111822,0,11229,110030,0,13006,110018,0,12236,110177,0,13404,110182,0,11898,110294,0,13231,110319,0,16270,110430,0,15260,110405,0,39644288.0,2447590,0,0,0,2477768,2477768,4572366090254845,4572423120029821,4572423120208726,4572366091339679
125,micro_tk(micro_globals) [clone .kd],2,0,479,29815,29815,131072,512,65536,0,124,132,32,64,0x0,0x7a9bd17c0840,9920165,2048,146442880,9349332,0,585815908,204800,108544,23835214.0,1310720.0,768.0,17825024.0,0.0,17825792.0,17116,107991,0,20026,107963,0,19905,107778,0,21289,107796,0,18330,108371,0,20752,108333,0,21040,107774,0,18976,107829,0,17359,108181,0,20306,108179,0,20620,108286,0,20785,108228,0,18972,108470,0,21297,108474,0,23468,108743,0,21237,108730,0,39665344.0,2447986,0,0,0,2479084,2479084,4572366091993586,4572423120254273,4572423120433538,4572366093097036
126,micro_tk(micro_globals) [clone .kd],2,0,484,29815,29815,131072,512,65536,0,124,132,32,64,0x0,0x7a9bd17c0840,9941077,2048,146479202,9377497,0,585961224,204800,108544,22835717.0,1310720.0,768.0,17825024.0,0.0,17825792.0,4132,116326,0,4784,116340,0,7889,116851,0,8379,116863,0,3662,116661,0,4389,116675,0,7202,117053,0,6591,117049,0,7663,118918,0,8965,118937,0,7392,117774,0,7666,117784,0,7957,118928,0,9294,118955,0,10740,118490,0,10156,118586,0,39750720.0,2454153,0,0,0,2484420,2484420,4572366093913784,4572423120479526,4572423120658430,4572366094991927
127,"void at::native::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}) [clone .kd]",2,0,488,29815,29815,16777216,512,0,0,12,4,32,64,0x0,0x7a63a7e6ed00,2492969,262144,126604068,2000177,0,512651476,1310720,524288,232558.0,524288.0,14590.0,1730496.0,0.0,2097152.0,716,16384,0,1479,16384,0,1488,16384,0,1592,16384,0,1570,16384,0,1662,16384,0,1648,16384,0,1460,16384,0,740,16384,0,1485,16384,0,1478,16384,0,1562,16384,0,1521,16384,0,1576,16384,0,1611,16384,0,1458,16384,0,9959568.0,107418,0,2001198,0,622473,622473,4572366096052585,4572423120771638,4572423120806930,4572366096961388
128,"void at::native::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}) [clone .kd]",2,0,489,29815,29815,16777216,512,0,0,12,4,32,64,0x0,0x7a63a7e6ed00,6591337,262144,121571237,1901865,0,492435908,1310720,524288,266616.0,524288.0,14591.0,1726897.0,0.0,2097152.0,915,16384,0,1821,16384,0,1836,16384,0,1921,16384,0,1781,16384,0,1696,16384,0,1974,16384,0,1734,16384,0,851,16384,0,1919,16384,0,1825,16384,0,1941,16384,0,1870,16384,0,1525,16384,0,1923,16384,0,1844,16384,0,26351072.0,1157121,0,1884291,0,1646942,1646942,4572366096958844,4572423120824716,4572423120859688,4572366098393635
129,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>) [clone .kd]",2,0,490,29815,29815,4194304,256,0,0,16,0,32,64,0x0,0x7a638e860e40,3222901,65536,184803412,2774233,0,740673188,0,0,31604.0,196608.0,26112.0,2467320.0,0.0,3145728.0,82721,65536,0,155527,65536,0,123383,65536,0,219069,65536,0,101596,65536,0,106336,65536,0,176477,65536,0,229430,65536,0,88937,65536,0,160779,65536,0,113340,65536,0,213205,65536,0,102980,65536,0,108624,65536,0,178458,65536,0,218305,65536,0,12877136.0,133824,0,4573760,0,804821,804821,4572366103878442,4572423126919173,4572423126996407,4572366104391130
130,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",2,0,491,29815,29815,4194304,256,0,0,12,4,32,64,0x0,0x7a63ca6957c0,2684205,65536,146426633,2190008,0,587174016,0,0,2789894.0,131072.0,16194.0,1473237.0,0.0,2097152.0,110656,32768,0,137600,32768,0,102530,32768,0,140824,32768,0,96774,32768,0,94726,32768,0,98183,32768,0,113516,32768,0,100133,32768,0,137997,32768,0,104686,32768,0,138346,32768,0,76375,32768,0,86578,32768,0,87110,32768,0,109104,32768,0,10723936.0,156583,0,3669618,0,670246,670246,4572366105990554,4572423128498908,4572423128534280,4572366106472005
131,__amd_rocclr_fillBufferAligned.kd,2,0,492,29815,29815,256,256,0,0,12,4,48,64,0x0,0x7a9bd1773a00,4988737,4,2710,4097,0,10924,13,11,0.0,2.0,2.0,0.0,0.0,2.0,180,1,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,183,0,0,214,0,0,207,0,0,168,0,0,220,0,0,0,0,0,165,0,0,19939728.0,1208352,0,0,0,1246233,1246233,4572366106521198,4572423128603302,4572423128605826,4572366107900346
132,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4>) [clone .kd]",2,0,493,29815,29815,77824,512,2560,48,28,4,80,64,0x0,0x7a6389c18380,12372963,1216,28142760,3025099,0,112598256,190300,68125,128811.0,68308.0,5017.0,824695.0,152.0,1048955.0,1846,32768,0,1072,32768,0,1777,32770,0,1780,32770,0,1716,32768,0,1954,32769,0,1922,32768,0,1917,32768,0,1844,32768,0,1060,32768,0,1782,32768,0,1770,32768,0,1730,32768,0,1947,32768,0,1931,32768,0,1938,32768,0,49482368.0,824236,0,0,0,3092648,3092648,4572366109773795,4572423130928057,4572423130977531,4572366110384037
133,__amd_rocclr_copyBuffer.kd,2,0,494,29815,29815,512,512,0,0,16,0,32,64,0x0,0x7a9bd1773a80,1994429,8,4665,7093,0,18756,8,40,0.0,8.0,2.0,6.0,0.0,8.0,180,0,0,192,1,0,0,0,0,0,0,0,186,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7964272.0,460022,0,0,0,497767,497767,4572366110304249,4572423130977531,4572423130981657,4572366111956491
134,__amd_rocclr_fillBufferAligned.kd,2,0,496,29815,29815,256,256,0,0,12,4,48,64,0x0,0x7a9bd1773a00,416133,4,2549,3809,0,10292,13,11,0.0,2.0,2.0,0.0,0.0,2.0,0,0,0,0,0,0,179,0,0,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,183,0,0,235,0,0,203,0,0,169,1,0,204,0,0,0,0,0,0,0,0,1651216.0,65468,0,0,0,103201,103201,4572366112600563,4572423131060774,4572423131062496,4572366113444210
135,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>) [clone .kd]",2,0,497,29815,29815,77824,512,2560,48,28,4,80,64,0x0,0x7a63bc117880,3120405,1216,25472637,2720258,0,101919000,190300,68125,163395.0,68308.0,5017.0,806709.0,152.0,1048955.0,1496,32768,0,1551,32768,0,1512,32768,0,1510,32768,0,1484,32768,0,1488,32768,0,1401,32768,0,760,32768,0,1493,32768,0,1576,32768,0,1482,32770,0,1491,32770,0,1450,32768,0,1480,32769,0,1380,32768,0,747,32768,0,12468256.0,750147,0,0,0,779266,779266,4572366115677742,4572423132929375,4572423132976725,4572366116171862
136,__amd_rocclr_copyBuffer.kd,2,0,498,29815,29815,512,512,0,0,16,0,32,64,0x0,0x7a9bd1773a80,2959269,8,4078,6493,0,16408,8,40,0.0,8.0,2.0,6.0,0.0,8.0,180,0,0,208,1,0,0,0,0,0,0,0,186,0,0,170,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11823136.0,701498,0,0,0,738946,738946,4572366116121317,4572423132976725,4572423132980611,4572366117737276
137,"void at::native::vectorized_elementwise_kernel<4, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul>) [clone .kd]",2,0,500,29815,29815,1048576,256,0,0,24,0,64,64,0x0,0x7a63898314c0,1507085,16384,66122007,1108434,0,264849296,98304,16384,1860899.0,131072.0,6406.0,1218471.0,0.0,1310720.0,31834,32768,0,110254,32768,0,26520,32768,0,40817,32768,0,48875,32768,0,95512,32768,0,44118,32768,0,35847,32768,0,32010,32768,0,107616,32768,0,22117,32768,0,42187,32768,0,47704,32768,0,102875,32768,0,46290,32768,0,40974,32768,0,6014512.0,150115,0,1855617,0,375907,375907,4572366122543239,4572423136885452,4572423136905361,4572366122994466
138,"void at::native::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}) [clone .kd]",2,0,501,29815,29815,16777216,512,0,0,12,4,32,64,0x0,0x7a63a7e6e700,4775541,262144,136367196,2069401,0,551453208,1310720,524288,4715.0,524288.0,19166.0,4667623.0,983.0,5242880.0,8252,8192,0,8700,8192,0,7741,8192,0,7763,8192,0,7415,8192,0,7087,8192,0,6878,8192,0,7520,8192,0,4596,8192,0,4961,8192,0,5927,8192,0,6026,8192,0,6841,8192,0,6337,8192,0,6130,8192,0,6840,8192,0,19087744.0,664153,0,2307589,0,1192984,1192984,4572366123046793,4572423136973021,4572423137010997,4572366124545168
139,__amd_rocclr_fillBufferAligned.kd,2,0,502,29815,29815,256,256,0,0,12,4,48,64,0x0,0x7a9bd1773a00,2579337,4,2446,3649,0,9880,13,11,0.0,2.0,2.0,0.0,0.0,2.0,0,0,0,0,0,0,0,0,0,182,1,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,183,0,0,214,0,0,207,0,0,169,0,0,220,0,0,0,0,0,164,0,0,10303968.0,606087,0,0,0,643998,643998,4572366123464260,4572423137010997,4572423137015284,4572366125769908
140,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#2}>, unsigned int, long, 4, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#2}>, unsigned int, long, 4, 4>) [clone .kd]",2,0,503,29815,29815,77824,512,4608,80,36,4,80,64,0x0,0x7a638122e7c0,12351389,1216,28454557,3023940,0,113846612,190300,349679,272727.0,133844.0,8345.0,1709998.0,152.0,2097559.0,1797,65536,0,1911,65536,0,1964,65538,0,2318,65538,0,2227,65538,0,824,65538,0,1821,65536,0,1887,65538,0,1786,65536,0,1913,65536,0,1984,65536,0,2008,65536,0,1782,65536,0,697,65536,0,1778,65536,0,1895,65536,0,49392864.0,818156,0,0,0,3087054,3087054,4572366128093553,4572423140365355,4572423140415068,4572366128710354
141,__amd_rocclr_copyBuffer.kd,2,0,504,29815,29815,512,512,0,0,16,0,32,64,0x0,0x7a9bd1773a80,4987757,8,4441,9213,0,17876,8,40,0.0,16.0,2.0,14.0,0.0,16.0,181,0,0,211,1,0,0,0,0,0,0,0,189,0,0,174,0,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19936784.0,1208027,0,0,0,1246049,1246049,4572366128620692,4572423140415068,4572423140420156,4572366130158164
142,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}) [clone .kd]",2,0,506,29815,29815,256,128,0,0,20,4,64,64,0x0,0x7a63a7e6ecc0,411957,4,6805,13672,0,27296,144,96,1038.0,32.0,4.0,89.0,0.0,128.0,424,4,0,200,4,0,355,4,0,386,4,0,408,4,0,427,4,0,394,4,0,396,4,0,220,0,0,183,0,0,368,0,0,215,0,0,361,0,0,396,0,0,367,0,0,370,0,0,1633440.0,66712,0,0,0,102090,102090,4572366130771220,4572423140537769,4572423140541054,4572366131593375
143,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4>) [clone .kd]",2,0,507,29815,29815,256,256,1536,48,28,4,80,64,0x0,0x7a6389c18380,2542621,4,8502,8893,0,34056,179,14,54.0,5.0,1.0,30.0,1.0,65.0,204,2,0,0,2,0,179,2,0,182,2,0,187,2,0,172,2,0,213,2,0,182,2,0,181,2,0,189,2,0,177,2,0,179,2,0,168,2,0,183,2,0,171,2,0,170,2,0,10156352.0,597762,0,0,0,634772,634772,4572366131582940,4572423140547344,4572423140551670,4572366133160372
144,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",2,0,508,29815,29815,256,256,0,0,12,4,32,64,0x0,0x7a63ca6957c0,3279381,4,3234,4337,0,13032,28,2,0.0,2.0,1.0,0.0,1.0,2.0,0,0,0,181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,171,0,0,203,0,0,180,0,0,13103248.0,781432,0,0,0,818953,818953,4572366132781722,4572423141374967,4572423141377170,4572366134341718
145,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul>) [clone .kd]",2,0,509,29815,29815,256,256,0,0,24,0,32,64,0x0,0x7a6380c69a40,357485,4,4506,4573,0,18084,180,1,0.0,2.0,1.0,0.0,1.0,2.0,197,0,0,187,0,0,222,0,0,210,1,0,0,0,0,171,0,0,174,0,0,179,0,0,189,0,0,183,0,0,207,0,0,200,0,0,168,0,0,167,0,0,171,0,0,164,0,0,1417504.0,50992,0,0,0,88594,88594,4572366141561749,4572423149092682,4572423149095647,4572366141995360
146,"void at::native::vectorized_elementwise_kernel<4, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 3ul>) [clone .kd]",2,0,510,29815,29815,256,256,0,0,40,0,32,64,0x0,0x7a6380c69840,3954797,4,4246,4296,0,17100,180,2,0.0,3.0,1.0,0.0,1.0,3.0,180,0,0,181,1,0,210,0,0,201,0,0,188,0,0,171,0,0,0,0,0,0,0,0,179,0,0,183,0,0,177,0,0,179,0,0,182,0,0,167,0,0,171,0,0,166,0,0,15804016.0,950561,0,0,0,987751,987751,4572366142004704,4572423149123848,4572423149126332,4572366143563227
147,"void at::native::vectorized_elementwise_kernel<16, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::binary_internal::MulFunctor<bool> >, std::array<char*, 3ul>) [clone .kd]",2,0,511,29815,29815,256,256,0,0,36,4,80,64,0x0,0x7a6380647fc0,361261,4,4149,4509,0,16652,180,0,0.0,3.0,1.0,0.0,1.0,3.0,180,0,0,0,0,0,180,0,0,209,0,0,0,0,0,181,1,0,214,0,0,178,1,0,179,0,0,184,0,0,178,0,0,182,0,0,169,0,0,191,0,0,170,0,0,165,0,0,1431424.0,51740,0,0,0,89464,89464,4572366146729518,4572423153593215,4572423153595939,4572366147151311
148,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul>) [clone .kd]",2,0,512,29815,29815,256,256,0,0,24,0,32,64,0x0,0x7a6380c69a40,2283769,4,4435,4509,0,17844,180,1,0.0,2.0,1.0,0.0,1.0,2.0,197,0,0,187,1,0,222,0,0,211,0,0,0,0,0,171,0,0,174,0,0,178,0,0,188,0,0,183,0,0,207,0,0,200,0,0,168,0,0,167,0,0,170,0,0,164,0,0,9121408.0,532729,0,0,0,570088,570088,4572366147180785,4572423153637520,4572423153640364,4572366148703836
149,"void at::native::vectorized_elementwise_kernel<16, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul> >(int, at::native::BinaryFunctor<bool, bool, bool, at::native::BitwiseAndFunctor<bool> >, std::array<char*, 3ul>) [clone .kd]",2,0,513,29815,29815,256,256,0,0,36,4,80,64,0x0,0x7a6380253a80,362417,4,3969,4873,0,15956,180,0,0.0,3.0,1.0,0.0,1.0,3.0,180,0,0,181,0,0,180,0,0,183,1,0,0,0,0,170,0,0,174,0,0,168,0,0,0,0,0,0,0,0,177,0,0,188,0,0,192,0,0,202,1,0,218,0,0,165,0,0,1435888.0,52419,0,0,0,89743,89743,4572366153423692,4572423159371844,4572423159374688,4572366153850973
