Dispatch_ID,Kernel_Name,GPU_ID,queue-id,queue-index,pid,tid,Grid_Size,Workgroup_Size,LDS_Per_Workgroup,Scratch_Per_Workitem,Arch_VGPR,Accum_VGPR,SGPR,wave_size,sig,obj,SQ_WAVES,SQ_IFETCH,SQ_IFETCH_LEVEL,SQ_ACCUM_PREV_HIRES,SQ_INSTS_VALU_TRANS_F16,SQ_INSTS_VALU_ADD_F32,SQ_INSTS_VALU_MUL_F32,SQ_INSTS_VALU_FMA_F32,TA_BUFFER_ATOMIC_WAVEFRONTS_sum,TA_BUFFER_TOTAL_CYCLES_sum,TD_ATOMIC_WAVEFRONT_sum,TD_STORE_WAVEFRONT_sum,TCP_VOLATILE_sum,TCP_TOTAL_ACCESSES_sum,TCP_TOTAL_READ_sum,TCP_TOTAL_WRITE_sum,TCC_EA0_RDREQ[0],TCC_EA0_RDREQ_32B[0],TCC_EA0_WRREQ[0],TCC_EA0_WRREQ_64B[0],TCC_EA0_RDREQ[1],TCC_EA0_RDREQ_32B[1],TCC_EA0_WRREQ[1],TCC_EA0_WRREQ_64B[1],TCC_EA0_RDREQ[2],TCC_EA0_RDREQ_32B[2],TCC_EA0_WRREQ[2],TCC_EA0_WRREQ_64B[2],TCC_EA0_RDREQ[3],TCC_EA0_RDREQ_32B[3],TCC_EA0_WRREQ[3],TCC_EA0_WRREQ_64B[3],TCC_EA0_RDREQ[4],TCC_EA0_RDREQ_32B[4],TCC_EA0_WRREQ[4],TCC_EA0_WRREQ_64B[4],TCC_EA0_RDREQ[5],TCC_EA0_RDREQ_32B[5],TCC_EA0_WRREQ[5],TCC_EA0_WRREQ_64B[5],TCC_EA0_RDREQ[6],TCC_EA0_RDREQ_32B[6],TCC_EA0_WRREQ[6],TCC_EA0_WRREQ_64B[6],TCC_EA0_RDREQ[7],TCC_EA0_RDREQ_32B[7],TCC_EA0_WRREQ[7],TCC_EA0_WRREQ_64B[7],TCC_EA0_RDREQ[8],TCC_EA0_RDREQ_32B[8],TCC_EA0_WRREQ[8],TCC_EA0_WRREQ_64B[8],TCC_EA0_RDREQ[9],TCC_EA0_RDREQ_32B[9],TCC_EA0_WRREQ[9],TCC_EA0_WRREQ_64B[9],TCC_EA0_RDREQ[10],TCC_EA0_RDREQ_32B[10],TCC_EA0_WRREQ[10],TCC_EA0_WRREQ_64B[10],TCC_EA0_RDREQ[11],TCC_EA0_RDREQ_32B[11],TCC_EA0_WRREQ[11],TCC_EA0_WRREQ_64B[11],TCC_EA0_RDREQ[12],TCC_EA0_RDREQ_32B[12],TCC_EA0_WRREQ[12],TCC_EA0_WRREQ_64B[12],TCC_EA0_RDREQ[13],TCC_EA0_RDREQ_32B[13],TCC_EA0_WRREQ[13],TCC_EA0_WRREQ_64B[13],TCC_EA0_RDREQ[14],TCC_EA0_RDREQ_32B[14],TCC_EA0_WRREQ[14],TCC_EA0_WRREQ_64B[14],TCC_EA0_RDREQ[15],TCC_EA0_RDREQ_32B[15],TCC_EA0_WRREQ[15],TCC_EA0_WRREQ_64B[15],CPC_CPC_STAT_STALL,CPC_UTCL1_STALL_ON_TRANSLATION,CPF_CPF_STAT_IDLE,CPF_CPF_TCIU_IDLE,SPI_RA_REQ_NO_ALLOC,SPI_RA_REQ_NO_ALLOC_CSN,GRBM_COUNT,GRBM_GUI_ACTIVE,DispatchNs,Start_Timestamp,End_Timestamp,CompleteNs
118,micro_tk(micro_globals) [clone .kd],2,0,444,24845,24845,131072,512,65536,0,124,132,48,64,0x0,0x77d4ebe10840,2048,7716864,1572158,125716056,0,0,2048,0,0.0,16515072.0,0.0,262144.0,71303168.0,71303168.0,67108864.0,4194304.0,98372,0,33015,32768,98380,0,33015,32768,98370,0,33014,32768,98380,0,33014,32768,98388,0,33009,32769,98368,0,33005,32769,98374,0,33006,32769,98376,0,33007,32769,98374,0,33009,32769,98379,0,33008,32769,98370,0,33010,32769,98380,0,33007,32769,98388,0,33001,32768,98368,0,33002,32768,98375,0,32999,32768,98376,0,33000,32768,540661,11531,0,2446135,48,2096,2465096,2465096,4572173389164786,4572254576535325,4572254576716633,4572173390383197
119,micro_tk(micro_globals) [clone .kd],2,0,449,24845,24845,131072,512,65536,0,124,132,48,64,0x0,0x77d4ebe10840,2048,7716864,1571085,125744140,0,0,2048,0,0.0,16515072.0,0.0,262144.0,71303168.0,71303168.0,67108864.0,4194304.0,98372,0,32983,32768,98392,0,32986,32768,98370,0,32984,32768,98368,0,32984,32768,98388,0,32990,32768,98368,0,32991,32768,98374,0,32991,32768,98376,0,32990,32768,98374,0,33008,32770,98392,0,33006,32770,98370,0,33007,32770,98368,0,33007,32770,98388,0,33003,32770,98368,0,33003,32770,98375,0,33003,32770,98376,0,33001,32770,540716,11542,0,2446705,48,2096,2465720,2465720,4572173391549962,4572254576762661,4572254576943648,4572173392759590
120,micro_tk(micro_globals) [clone .kd],2,0,454,24845,24845,131072,512,65536,0,124,132,48,64,0x0,0x77d4ebe10840,2048,7716864,1571196,125715656,0,0,2048,0,0.0,16515072.0,0.0,262144.0,71303168.0,71303168.0,67108864.0,4194304.0,98372,0,33012,32769,98380,0,33009,32769,98370,0,33010,32769,98380,0,33011,32769,98388,0,33005,32769,98368,0,33004,32769,98374,0,33003,32769,98376,0,33003,32769,98374,0,32998,32768,98379,0,32996,32769,98370,0,32996,32768,98380,0,32995,32769,98388,0,32999,32768,98368,0,32998,32768,98375,0,32999,32768,98376,0,32999,32768,541375,11535,0,2448949,48,2096,2467874,2467874,4572173393950330,4572254576988795,4572254577169342,4572173395171845
121,micro_tk(micro_globals) [clone .kd],2,0,459,24845,24845,131072,512,65536,0,124,132,48,64,0x0,0x77d4ebe10840,2048,7716864,1570536,125674344,0,0,2048,0,0.0,16515072.0,0.0,262144.0,71303168.0,71303168.0,67108864.0,4194304.0,98372,0,32995,32768,98392,0,32995,32768,98370,0,32997,32768,98368,0,32996,32768,98388,0,33004,32768,98368,0,33005,32768,98374,0,33004,32768,98376,0,33003,32768,98374,0,32985,32768,98392,0,32985,32768,98370,0,32984,32768,98368,0,32983,32768,98388,0,33020,32771,98368,0,33022,32771,98375,0,33022,32771,98376,0,33022,32771,540117,11535,0,2441438,48,2096,2460315,2460315,4572173396377477,4572254577214609,4572254577393914,4572173397665431
122,micro_tk(micro_globals) [clone .kd],2,0,464,24845,24845,131072,512,65536,0,124,132,48,64,0x0,0x77d4ebe10840,2048,7716864,1572752,125777764,0,0,2048,0,0.0,16515072.0,0.0,262144.0,71303168.0,71303168.0,67108864.0,4194304.0,98372,0,33018,32768,98380,0,33016,32768,98370,0,33019,32768,98368,0,33019,32768,98388,0,33007,32768,98368,0,33004,32768,98375,0,33004,32768,98389,0,33006,32768,98374,0,32987,32768,98379,0,32986,32768,98370,0,32988,32768,98368,0,32987,32768,98388,0,33021,32772,98368,0,33023,32772,98375,0,33020,32772,98388,0,33019,32772,540299,11529,0,2443796,48,2096,2462870,2462870,4572173398767590,4572254577438620,4572254577618405,4572173399971510
123,micro_tk(micro_globals) [clone .kd],2,0,469,24845,24845,131072,512,65536,0,124,132,48,64,0x0,0x77d4ebe10840,2048,7716864,1573111,125809632,0,0,2048,0,0.0,16515072.0,0.0,262144.0,71303168.0,71303168.0,67108864.0,4194304.0,98372,0,33005,32768,98382,0,33008,32768,98370,0,33005,32768,98368,0,33006,32768,98388,0,33021,32768,98380,0,33023,32768,98374,0,33023,32768,98376,0,33020,32768,98374,0,33019,32768,98379,0,33016,32768,98370,0,33022,32768,98368,0,33021,32768,98388,0,33007,32768,98380,0,33008,32768,98375,0,33009,32768,98376,0,33007,32768,539876,11534,0,2442993,48,2096,2461816,2461816,4572173401057595,4572254577663752,4572254577842897,4572173402264579
124,micro_tk(micro_globals) [clone .kd],2,0,474,24845,24845,131072,512,65536,0,124,132,48,64,0x0,0x77d4ebe10840,2048,7716864,1573401,125864528,0,0,2048,0,0.0,16515072.0,0.0,262144.0,71303168.0,71303168.0,67108864.0,4194304.0,98372,0,32987,32768,98380,0,32985,32768,98370,0,32985,32768,98368,0,32986,32768,98388,0,32995,32768,98368,0,32998,32768,98374,0,32997,32768,98388,0,32997,32768,98374,0,33003,32768,98380,0,33004,32768,98370,0,33006,32768,98368,0,33006,32768,98388,0,33007,32768,98368,0,33004,32768,98375,0,33005,32768,98388,0,33006,32768,540183,11533,0,2444770,48,2096,2463862,2463862,4572173403370644,4572254577893252,4572254578073037,4572173404580852
125,micro_tk(micro_globals) [clone .kd],2,0,479,24845,24845,131072,512,65536,0,124,132,48,64,0x0,0x77d4ebe10840,2048,7716864,1571628,125740668,0,0,2048,0,0.0,16515072.0,0.0,262144.0,71303168.0,71303168.0,67108864.0,4194304.0,98372,0,32990,32768,98381,0,32989,32768,98370,0,32990,32768,98368,0,32992,32768,98388,0,33020,32770,98380,0,33021,32770,98374,0,33023,32770,98376,0,33022,32770,98374,0,33006,32768,98379,0,33006,32768,98370,0,33003,32768,98368,0,33006,32768,98388,0,32999,32768,98380,0,33002,32768,98375,0,33001,32768,98376,0,33003,32768,541207,11535,0,2446929,48,2096,2466072,2466072,4572173405675901,4572254578117783,4572254578298891,4572173406871128
126,micro_tk(micro_globals) [clone .kd],2,0,484,24845,24845,131072,512,65536,0,124,132,48,64,0x0,0x77d4ebe10840,2048,7716864,1570854,125664200,0,0,2048,0,0.0,16515072.0,0.0,262144.0,71303168.0,71303168.0,67108864.0,4194304.0,98372,0,33003,32768,98380,0,33005,32768,98370,0,33005,32768,98380,0,33006,32768,98388,0,33008,32768,98368,0,33009,32768,98374,0,33007,32768,98376,0,33010,32768,98374,0,33015,32768,98380,0,33013,32768,98370,0,33012,32768,98380,0,33013,32768,98388,0,33019,32768,98368,0,33021,32768,98375,0,33020,32768,98376,0,33020,32768,540906,11536,0,2446117,48,2096,2465369,2465369,4572173407698641,4572254578343918,4572254578525506,4572173408905324
127,"void at::native::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}) [clone .kd]",2,0,488,24845,24845,16777216,512,0,0,12,4,32,64,0x0,0x779cd826ed00,262144,5242880,1268555,101471052,0,0,0,0,0.0,0.0,0.0,262144.0,8388608.0,8388608.0,4194304.0,4194304.0,16429,0,65536,65536,16437,0,65536,65536,16416,0,65536,65536,16436,0,65536,65536,16416,0,65536,65536,16424,0,65536,65536,16436,0,65536,65536,16432,0,65536,65536,16433,0,65536,65536,16437,0,65536,65536,16416,0,65536,65536,16437,0,65536,65536,16416,0,65536,65536,16424,0,65536,65536,16437,0,65536,65536,16432,0,65536,65536,40252,6051,0,609475,181547,374714,630034,630034,4572173409865443,4572254578642799,4572254578679213,4572173410823600
128,"void at::native::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int)#1}) [clone .kd]",2,0,489,24845,24845,16777216,512,0,0,12,4,32,64,0x0,0x779cd826ed00,262144,5242880,1178983,94229524,0,0,0,0,0.0,0.0,0.0,262144.0,8388608.0,8388608.0,4194304.0,4194304.0,16433,0,65536,65536,16443,0,65536,65536,16416,0,65536,65536,16416,0,65536,65536,16416,0,65536,65536,16424,0,65536,65536,16432,0,65536,65536,16432,0,65536,65536,16434,0,65536,65536,16442,0,65536,65536,16416,0,65536,65536,16416,0,65536,65536,16416,0,65536,65536,16424,0,65536,65536,16432,0,65536,65536,16432,0,65536,65536,152399,0,0,1219575,169815,369880,1238978,1238978,4572173410826814,4572254578688467,4572254578724360,4572173412319851
129,"void at::native::vectorized_elementwise_kernel<4, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul> >(int, at::native::CUDAFunctor_add<float>, std::array<char*, 3ul>) [clone .kd]",2,0,490,24845,24845,4194304,256,0,0,16,0,32,64,0x0,0x779cad660e40,65536,393216,98100,7871112,0,0,0,131072,0.0,0.0,0.0,65536.0,12582912.0,12582912.0,8388608.0,4194304.0,65582,0,65536,65536,65565,0,65536,65536,65544,0,65536,65536,65565,0,65536,65536,65552,0,65536,65536,65536,0,65536,65536,65552,0,65536,65536,65563,0,65536,65536,65585,0,65536,65536,65563,0,65536,65536,65544,0,65536,65536,65567,0,65536,65536,65552,0,65536,65536,65536,0,65536,65536,65552,0,65536,65536,65562,0,65536,65536,47489,957,0,803514,532420,398897,822560,822560,4572173417982841,4572254584829282,4572254584877954,4572173418548597
130,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",2,0,491,24845,24845,4194304,256,0,0,12,4,32,64,0x0,0x779cdb9957c0,65536,393216,156215,12483032,0,0,0,0,0.0,0.0,0.0,65536.0,8388608.0,8388608.0,4194304.0,4194304.0,32785,0,65536,65536,32768,0,65536,65536,32776,0,65536,65536,32768,0,65536,65536,32784,0,65536,65536,32784,0,65536,65536,32808,0,65536,65536,32804,0,65536,65536,32788,0,65536,65536,32768,0,65536,65536,32776,0,65536,65536,32768,0,65536,65536,32784,0,65536,65536,32784,0,65536,65536,32809,0,65536,65536,32803,0,65536,65536,48762,8882,0,632277,341503,275235,651134,651134,4572173420175002,4572254586291803,4572254586328137,4572173420825012
131,__amd_rocclr_fillBufferAligned.kd,2,0,492,24845,24845,256,256,0,0,12,4,48,64,0x0,0x77dcf0c0ba00,4,42,89,7276,0,0,0,0,0.0,0.0,0.0,1.0,32.0,32.0,16.0,16.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,1,0,4,0,0,0,9,0,0,0,4,0,0,0,1,0,0,0,1,0,0,0,6,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,180571,7936,0,846403,0,4,871950,871950,4572173420897710,4572254586398481,4572254586400684,4572173422565214
132,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4>) [clone .kd]",2,0,493,24845,24845,77824,512,2560,48,28,4,80,64,0x0,0x779ca8a18380,1216,414076,131089,10496896,0,0,0,0,0.0,9792.0,152.0,2601.0,4206784.0,4206784.0,4194608.0,2448.0,32839,0,1,0,32834,0,0,0,32826,0,32,0,32834,0,32,0,32841,0,12,0,32828,0,0,0,32834,0,76,0,32836,0,0,0,32837,0,0,0,32832,0,0,0,32823,0,32,0,32832,0,32,0,32841,0,12,0,32828,0,0,0,32840,0,76,0,32836,0,0,0,220141,9562,0,3038076,48,1264,3097629,3097629,4572173423998442,4572254588746271,4572254588797426,4572173424726038
133,__amd_rocclr_copyBuffer.kd,2,0,494,24845,24845,512,512,0,0,16,0,32,64,0x0,0x77dcf0c0ba80,8,75,113,8288,0,0,0,0,0.0,0.0,0.0,4.0,128.0,128.0,64.0,64.0,9,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,176161,7751,0,821677,0,8,847153,847153,4572173424647592,4572254588797426,4572254588801352,4572173426421785
134,__amd_rocclr_fillBufferAligned.kd,2,0,496,24845,24845,256,256,0,0,12,4,48,64,0x0,0x77dcf0c0ba00,4,42,74,5772,0,0,0,0,0.0,0.0,0.0,1.0,32.0,32.0,16.0,16.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,1,0,5,0,0,0,10,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,42317,9476,0,78123,0,4,104184,104184,4572173426884078,4572254588875942,4572254588877945,4572173427841593
135,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, 4, 4>) [clone .kd]",2,0,497,24845,24845,77824,512,2560,48,28,4,80,64,0x0,0x779cdab17880,1216,271851,93705,7504328,0,143138,1,0,0.0,9792.0,152.0,2601.0,4206784.0,4206784.0,4194608.0,2448.0,32828,0,0,0,32816,0,0,0,32820,0,32,0,32816,0,32,0,32832,0,12,0,32824,0,0,0,32841,0,76,0,32803,0,0,0,32829,0,1,0,32816,0,0,0,32822,0,32,0,32818,0,32,0,32833,0,12,0,32824,0,0,0,32837,0,76,0,32803,0,0,0,186059,1044,0,762530,48,1264,782060,782060,4572173430074003,4572254590900174,4572254590947324,4572173430645337
136,__amd_rocclr_copyBuffer.kd,2,0,498,24845,24845,512,512,0,0,16,0,32,64,0x0,0x77dcf0c0ba80,8,75,93,6552,0,0,0,0,0.0,0.0,0.0,4.0,128.0,128.0,64.0,64.0,9,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171594,7742,0,795020,0,8,820756,820756,4572173430597016,4572254590947324,4572254590951330,4572173431878340
137,"void at::native::vectorized_elementwise_kernel<4, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul> >(int, at::native::compare_scalar_kernel<float>(at::TensorIteratorBase&, at::native::(anonymous namespace)::OpType, float)::{lambda(float)#1}, std::array<char*, 2ul>) [clone .kd]",2,0,500,24845,24845,1048576,256,0,0,24,0,64,64,0x0,0x779ca86314c0,16384,1261568,280725,22455276,0,0,0,0,0.0,0.0,0.0,65536.0,5242880.0,5242880.0,4194304.0,1048576.0,32784,0,16384,16384,32790,0,16384,16384,32809,0,16384,16384,32788,0,16384,16384,32800,0,16384,16384,32800,0,16384,16384,32814,0,16384,16384,32806,0,16384,16384,32784,0,16384,16384,32794,0,16384,16384,32810,0,16384,16384,32788,0,16384,16384,32800,0,16384,16384,32800,0,16384,16384,32812,0,16384,16384,32805,0,16384,16384,53845,957,0,358641,125402,74543,378659,378659,4572173436678324,4572254594864823,4572254594884452,4572173437232563
138,"void at::native::elementwise_kernel<512, 1, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}>(int, at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#4}::operator()() const::{lambda(long)#1} const&)::{lambda(int)#1}) [clone .kd]",2,0,501,24845,24845,16777216,512,0,0,12,4,32,64,0x0,0x779cd826e700,262144,6029312,1354893,108331124,0,0,0,0,0.0,0.0,0.0,262144.0,20971520.0,20971520.0,4194304.0,16777216.0,8208,0,131072,131072,8236,0,131072,131072,8208,0,131072,131072,8212,0,131072,131072,8268,0,131072,131072,8268,0,131072,131072,8268,0,131072,131072,8256,0,131072,131072,8208,0,131072,131072,8236,0,131072,131072,8208,0,131072,131072,8212,0,131072,131072,8269,0,131072,131072,8270,0,131072,131072,8267,0,131072,131072,8256,0,131072,131072,149891,4324,0,1227418,195310,382875,1251544,1251544,4572173437292722,4572254594953394,4572254595024900,4572173439042449
139,__amd_rocclr_fillBufferAligned.kd,2,0,502,24845,24845,256,256,0,0,12,4,48,64,0x0,0x77dcf0c0ba00,4,42,80,5848,0,0,0,0,0.0,0.0,0.0,1.0,32.0,32.0,16.0,16.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,5,0,0,0,4,0,0,0,9,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,6,0,1,0,8,0,0,0,4,0,0,0,4,0,0,0,125388,10235,0,547209,0,4,572295,572295,4572173437803477,4572254595024900,4572254595029026,4572173440547133
140,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#2}>, unsigned int, long, 4, 4> >(at::native::ReduceOp<long, at::native::func_wrapper_t<long, at::native::sum_functor<long, long, long>::operator()(at::TensorIterator&)::{lambda(long, long)#2}>, unsigned int, long, 4, 4>) [clone .kd]",2,0,503,24845,24845,77824,512,4608,80,36,4,80,64,0x0,0x779ca002e7c0,1216,344738,103424,8260404,0,0,0,0,0.0,9792.0,152.0,2601.0,8408576.0,8408576.0,8389056.0,9792.0,65597,0,1,0,65600,0,0,0,65602,0,16,0,65602,0,16,0,65612,0,92,0,65622,0,16,0,65601,0,12,0,65588,0,0,0,65596,0,0,0,65600,0,0,0,65600,0,16,0,65600,0,16,0,65616,0,92,0,65621,0,16,0,65597,0,12,0,65588,0,0,0,218292,1566,0,3026559,48,1264,3083730,3083730,4572173442322386,4572254598733521,4572254598783554,4572173443069250
141,__amd_rocclr_copyBuffer.kd,2,0,504,24845,24845,512,512,0,0,16,0,32,64,0x0,0x77dcf0c0ba80,8,87,73,6416,0,0,0,0,0.0,0.0,0.0,8.0,256.0,256.0,128.0,128.0,9,0,8,0,4,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167746,7745,0,773806,0,8,799399,799399,4572173442961831,4572254598783554,4572254598788602,4572173444878585
142,"void at::native::elementwise_kernel_manual_unroll<128, 4, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}>(int, at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1}>(at::TensorIteratorBase&, at::native::direct_copy_kernel_cuda(at::TensorIteratorBase&)::{lambda()#3}::operator()() const::{lambda()#7}::operator()() const::{lambda(float)#1} const&)::{lambda(int, bool)#1}) [clone .kd]",2,0,506,24845,24845,256,128,0,0,20,4,64,64,0x0,0x779cd826ecc0,4,228,115,9456,0,0,0,0,0.0,0.0,0.0,16.0,512.0,512.0,256.0,256.0,16,0,4,4,16,0,4,4,16,0,8,8,16,0,8,8,10,0,4,4,13,0,4,4,16,0,8,8,9,0,8,8,14,0,4,4,12,0,4,4,12,0,0,0,12,0,0,0,6,0,4,4,9,0,4,4,13,0,0,0,5,0,0,0,41539,6051,0,82151,0,4,104818,104818,4572173445830361,4572254598908419,4572254598911984,4572173446806424
143,"void at::native::reduce_kernel<512, 1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4> >(at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::MaxNanFunctor<float> >, unsigned int, float, 4, 4>) [clone .kd]",2,0,507,24845,24845,256,256,1536,48,28,4,80,64,0x0,0x779ca8a18380,4,256,206,17512,0,0,0,0,0.0,0.0,0.0,1.0,272.0,272.0,256.0,16.0,8,0,1,0,7,0,0,0,12,0,0,0,7,0,0,0,14,0,0,0,15,0,0,0,15,0,0,0,14,0,0,0,11,0,0,0,10,0,0,0,14,0,0,0,10,0,0,0,6,0,0,0,6,0,0,0,9,0,0,0,6,0,0,0,166845,7393,0,763734,0,4,789397,789397,4572173446794587,4572254598918073,4572254598922400,4572173448638162
144,"void at::native::vectorized_elementwise_kernel<4, at::native::AbsFunctor<float>, std::array<char*, 2ul> >(int, at::native::AbsFunctor<float>, std::array<char*, 2ul>) [clone .kd]",2,0,508,24845,24845,256,256,0,0,12,4,32,64,0x0,0x779cdb9957c0,4,59,99,7260,0,0,0,0,0.0,0.0,0.0,1.0,32.0,32.0,16.0,16.0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,8,0,0,0,4,0,0,0,235246,7347,0,1137255,0,4,1163530,1163530,4572173448129760,4572254599707400,4572254599709643,4572173450068656
145,"void at::native::vectorized_elementwise_kernel<4, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul> >(int, at::native::AUnaryFunctor<float, float, bool, at::native::(anonymous namespace)::CompareEqFunctor<float> >, std::array<char*, 2ul>) [clone .kd]",2,0,509,24845,24845,256,256,0,0,24,0,32,64,0x0,0x779c9fa69a40,4,341,127,10948,0,0,0,0,0.0,0.0,0.0,1.0,32.0,32.0,16.0,16.0,4,0,0,0,8,0,0,0,5,0,0,0,4,0,0,0,4,0,1,0,4,0,0,0,9,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,5,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,41916,957,0,68419,0,4,94083,94083,4572173457554110,4572254607146083,4572254607149408,4572173458094578
